Scan	Offset	SmoothedOffset	OptimizedOffset	TIC
104	0	0	0	0
105	0	0	0	0
106	0	0	0	0
107	0	0	0	0
108	0	0	0	0
109	0	0	0	0
110	0	0	0	0
111	0	0	0	0
112	0	0	0	0
113	0	0	0	0
114	0	0	0	0
115	0	0	0	0
116	0	0	0	0
117	0	0	0	0
118	0	0	0	0
119	0	0	0	0
120	0	0	0	0
121	0	0	0	0
122	0	0	0	0
123	0	0	0	0
124	0	0	0	0
125	0	0	0	0
126	0	0	0	0
127	0	0	0	0
128	0	0	0	0
129	0	0	0	0
130	0	0	0	0
131	0	0	0	0
132	0	0	0	0
133	0	0	0	0
134	0	0	0	0
135	0	0	0	0
136	0	0	0	0
137	0	0	0	0
138	0	0	0	0
139	0	0	0	0
140	0	0	0	0
141	0	0	0	0
142	0	0	0	0
143	0	0	0	0
144	0	0	0	0
145	0	0	0	0
146	0	0	0	0
147	0	0	0	0
148	0	0	0	0
149	0	0	0	0
150	0	0	0	0
151	0	0	0	0
152	0	0	0	0
153	0	0	0	0
154	0	0	0	0
155	0	0	0	0
156	0	0	0	0
157	0	0	0	0
158	0	0	0	0
159	0	0	0	0
160	0	0	0	0
161	0	0	0	0
162	0	0	0	0
163	0	0	0	0
164	0	0	0	0
165	0	0	0	0
166	0	0	0	0
167	0	0	0	0
168	0	0	0	0
169	0	0	0	0
170	0	0	0	0
171	0	0	0	0
172	0	0	0	0
173	0	0	0	0
174	0	0	0	0
175	0	0	0	0
176	0	0	0	0
177	0	0	0	0
178	0	0	0	0
179	0	0	0	0
180	0	0	0	0
181	0	0	0	0
182	0	0	0	0
183	0	0	0	0
184	0	0	0	0
185	0	0	0	0
186	0	0	0	0
187	0	0	0	0
188	0	0	0	0
189	0	0	0	0
190	0	0	0	0
191	0	0	0	0
192	0	0	0	0
193	0	0	0	0
194	0	0	0	0
195	0	0	0	0
196	0	0	0	0
197	0	0	0	0
198	0	0	0	0
199	0	0	0	0
200	0	0	0	0
201	0	0	0	0
202	0	0	0	0
203	0	0	0	0
204	0	0	0	0
205	0	0	0	0
206	0	0	0	0
207	0	0	0	0
208	0	0	0	0
209	0	0	0	0
210	0	0	0	0
211	0	0	0	0
212	0	0	0	0
213	0	0	0	0
214	0	0	0	0
215	0	0	0	0
216	0	0	0	0
217	0	0	0	0
218	0	0	0	0
219	0	0	0	0
220	0	0	0	0
221	0	0	0	0
222	0	0	0	0
223	0	0	0	0
224	0	0	0	0
225	0	0	0	0
226	0	0	0	0
227	0	0	0	0
228	0	0	0	0
229	0	0	0	0
230	0	0	0	0
231	0	0	0	0
232	0	0	0	0
233	0	0	0	0
234	0	0	0	0
235	0	0	0	0
236	0	0	0	0
237	0	0	0	0
238	0	0	0	0
239	0	0	0	0
240	0	0	0	0
241	0	0	0	0
242	0	0	0	0
243	0	0	0	0
244	0	0	0	0
245	0	0	0	0
246	0	0	0	0
247	0	0	0	0
248	0	0	0	0
249	0	0	0	0
250	0	0	0	0
251	0	0	0	0
252	0	0	0	0
253	0	0	0	0
254	0	0	0	0
255	0	0	0	0
256	0	0	0	0
257	0	0	0	0
258	0	0	0	0
259	0	0	0	0
260	0	0	0	0
261	0	0	0	0
262	0	0	0	0
263	0	0	0	0
264	0	0	0	0
265	0	0	0	0
266	0	0	0	0
267	0	0	0	0
268	0	0	0	0
269	0	0	0	0
270	0	0	0	0
271	0	0	0	0
272	0	0	0	0
273	0	0	0	0
274	0	0	0	0
275	0	0	0	0
276	0	0	0	0
277	0	0	0	0
278	0	0	0	0
279	0	0	0	0
280	0	0	0	0
281	0	0	0	0
282	0	0	0	0
283	0	0	0	0
284	0	0	0	0
285	0	0	0	0
286	0	0	0	0
287	0	0	0	0
288	0	0	0	0
289	0	0	0	0
290	0	0	0	0
291	0	0	0	0
292	0	0	0	0
293	0	0	0	0
294	0	0	0	0
295	0	0	0	0
296	0	0	0	0
297	0	0	0	0
298	0	0	0	0
299	0	0	0	0
300	0	0	0	0
301	0	0	0	0
302	0	0	0	0
303	0	0	0	0
304	0	0	0	0
305	0	0	0	0
306	0	0	0	0
307	0	0	0	0
308	0	0	0	0
309	0	0	0	0
310	0	0	0	0
311	0	0	0	0
312	0	0	0	0
313	0	0	0	0
314	0	0	0	0
315	0	0	0	0
316	0	0	0	0
317	0	0	0	0
318	0	0	0	0
319	0	0	0	0
320	0	0	0	0
321	0	0	0	0
322	0	0	0	0
323	0	0	0	0
324	0	0	0	0
325	0	0	0	0
326	0	0	0	0
327	0	0	0	0
328	0	0	0	0
329	0	0	0	0
330	0	0	0	0
331	0	0	0	0
332	0	0	0	0
333	0	0	0	0
334	0	0	0	0
335	0	0	0	0
336	0	0	0	0
337	0	0	0	0
338	0	0	0	0
339	0	0	0	0
340	0	0	0	0
341	0	0	0	0
342	0	0	0	0
343	0	0	0	0
344	0	0	0	0
345	25	1	22	0
346	50	3	22	1
347	50	6	22	2
348	50	8	22	2
349	50	11	22	3
350	50	13	22	3
351	50	16	22	4
352	50	18	22	5
353	50	21	22	5
354	50	23	22	5
355	50	26	22	5
356	50	28	22	4
357	50	31	22	4
358	50	33	22	3
359	50	36	22	3
360	50	38	22	2
361	50	41	22	1
362	50	43	22	1
363	50	46	22	0
364	50	48	48	0
365	50	50	50	0
366	50	50	50	0
367	50	50	50	0
368	50	50	50	0
369	50	50	50	0
370	50	50	50	0
371	50	50	50	0
372	50	50	50	0
373	50	50	50	0
374	50	50	50	0
375	50	50	50	0
376	50	50	50	0
377	50	50	50	0
378	50	50	50	0
379	50	50	50	0
380	50	50	50	0
381	50	50	50	0
382	50	50	50	0
383	50	50	50	0
384	50	50	50	0
385	50	50	50	0
386	50	50	50	0
387	50	50	50	0
388	50	50	50	0
389	50	50	50	0
390	50	50	50	0
391	50	50	50	0
392	50	50	50	0
393	50	50	50	0
394	50	50	50	0
395	50	50	50	0
396	50	50	50	0
397	50	50	50	0
398	50	50	50	0
399	50	50	50	0
400	50	50	50	0
401	50	50	50	0
402	50	50	50	0
403	50	50	50	0
404	50	50	50	0
405	50	50	50	0
406	50	50	50	0
407	50	50	50	0
408	50	50	50	0
409	50	50	50	0
410	50	50	50	0
411	50	50	50	0
412	50	50	50	0
413	50	50	50	0
414	50	50	50	0
415	50	50	50	0
416	50	50	50	0
417	50	50	50	0
418	50	50	50	0
419	50	50	50	0
420	50	50	50	0
421	50	50	50	0
422	50	50	50	0
423	50	50	50	0
424	50	50	50	0
425	50	50	50	0
426	50	50	50	0
427	50	50	50	0
428	50	50	50	0
429	50	50	50	0
430	50	50	50	0
431	50	50	50	0
432	50	50	50	0
433	50	50	50	0
434	50	50	50	0
435	50	50	50	0
436	50	50	50	0
437	50	50	50	0
438	50	50	50	0
439	50	50	50	0
440	50	50	50	0
441	50	50	50	0
442	50	50	50	0
443	50	50	50	0
444	50	50	50	0
445	50	50	50	0
446	50	50	50	0
447	50	50	50	0
448	50	50	50	0
449	50	50	50	0
450	50	50	50	0
451	50	50	50	0
452	50	50	50	0
453	50	50	50	0
454	50	50	50	0
455	50	50	50	0
456	50	50	50	0
457	50	50	50	0
458	50	50	50	0
459	50	50	50	0
460	50	50	50	0
461	50	50	50	0
462	50	50	50	0
463	50	50	50	0
464	50	50	50	0
465	50	50	50	0
466	50	50	50	0
467	50	50	50	0
468	50	50	50	0
469	50	50	50	0
470	50	50	50	0
471	50	50	50	0
472	50	50	50	0
473	50	50	50	0
474	50	50	50	0
475	50	50	50	0
476	50	50	50	0
477	50	50	50	0
478	50	50	50	0
479	50	50	50	0
480	50	50	50	0
481	50	50	50	0
482	50	50	50	0
483	50	50	50	0
484	50	50	50	0
485	50	50	50	0
486	50	50	50	0
487	50	50	50	0
488	50	50	50	0
489	50	50	50	0
490	50	50	50	0
491	50	50	50	0
492	50	50	50	0
493	50	50	50	0
494	50	50	50	0
495	50	50	50	0
496	50	50	50	0
497	50	50	50	0
498	50	50	50	0
499	50	50	50	0
500	50	50	50	0
501	50	50	50	0
502	50	50	50	0
503	50	50	50	0
504	50	50	50	0
505	50	50	50	0
506	50	50	50	0
507	50	50	50	0
508	50	50	50	0
509	50	50	50	0
510	50	50	50	0
511	50	50	50	0
512	50	50	50	0
513	50	50	50	0
514	50	50	50	0
515	50	50	50	0
516	50	50	50	0
517	50	50	50	0
518	50	50	50	0
519	50	50	50	0
520	50	50	50	0
521	50	50	50	0
522	50	50	50	0
523	50	50	50	0
524	50	50	50	0
525	50	50	50	0
526	50	50	50	0
527	50	50	50	0
528	50	50	50	0
529	50	50	50	0
530	50	50	50	0
531	50	50	50	0
532	50	50	50	0
533	50	50	50	0
534	50	50	50	0
535	50	50	50	0
536	50	50	50	0
537	50	50	50	0
538	50	50	50	0
539	50	50	50	0
540	50	50	50	0
541	50	50	50	0
542	50	50	50	0
543	50	50	50	0
544	50	50	50	0
545	50	50	50	0
546	50	50	50	0
547	50	50	50	0
548	50	50	50	0
549	50	50	50	0
550	50	50	50	0
551	50	50	50	0
552	50	50	50	0
553	50	50	50	0
554	50	50	50	0
555	50	50	50	0
556	50	50	50	0
557	50	50	50	0
558	50	50	50	0
559	50	50	50	0
560	50	50	50	0
561	50	50	50	0
562	50	50	50	0
563	50	50	50	0
564	50	50	50	0
565	50	50	50	0
566	50	50	50	0
567	50	50	50	0
568	50	50	50	0
569	50	50	50	0
570	50	50	50	0
571	50	50	50	0
572	50	50	50	0
573	50	50	50	0
574	50	50	50	0
575	50	50	50	0
576	50	50	50	0
577	50	50	50	0
578	50	50	50	0
579	50	50	50	0
580	50	50	50	0
581	50	50	50	0
582	50	50	50	0
583	50	50	50	0
584	50	50	50	0
585	50	50	50	0
586	50	50	50	0
587	50	50	50	0
588	50	50	50	0
589	50	50	50	0
590	50	50	50	0
591	50	50	50	0
592	50	50	50	0
593	50	50	50	0
594	50	50	50	0
595	50	50	50	0
596	50	50	50	0
597	50	50	50	0
598	50	50	50	0
599	50	50	50	0
600	50	50	50	0
601	50	50	50	0
602	50	50	50	0
603	50	50	50	0
604	50	50	50	0
605	50	50	50	0
606	50	50	50	0
607	50	50	50	0
608	50	50	50	0
609	50	50	50	0
610	50	50	50	0
611	50	50	50	0
612	50	50	50	0
613	50	50	50	0
614	50	50	50	0
615	50	50	50	0
616	50	50	50	0
617	50	50	50	0
618	50	50	50	0
619	50	50	50	0
620	50	50	50	0
621	50	50	50	0
622	50	50	50	0
623	50	50	50	0
624	50	50	50	0
625	50	50	50	0
626	50	50	50	0
627	50	50	50	0
628	50	50	50	0
629	50	50	50	0
630	50	50	50	0
631	50	50	50	0
632	50	50	50	0
633	50	50	50	0
634	50	50	50	0
635	50	50	50	0
636	50	50	50	0
637	50	50	50	0
638	50	50	50	0
639	50	50	50	0
640	50	50	50	0
641	50	50	50	0
642	50	50	50	0
643	50	50	50	0
644	50	50	50	0
645	50	50	50	0
646	50	50	50	0
647	50	50	50	0
648	50	50	50	0
649	50	50	50	0
650	50	50	50	0
651	50	50	50	0
652	50	50	50	0
653	50	50	50	0
654	50	50	50	0
655	50	50	50	0
656	50	50	50	0
657	50	50	50	0
658	50	50	50	0
659	50	50	50	0
660	50	50	50	0
661	50	50	50	0
662	50	50	50	0
663	50	50	50	0
664	50	50	50	0
665	50	50	50	0
666	50	50	50	0
667	50	50	50	0
668	50	50	50	0
669	50	50	50	0
670	50	50	50	0
671	50	50	50	0
672	50	50	50	0
673	50	50	50	0
674	50	50	50	0
675	50	50	50	0
676	50	50	50	0
677	50	50	50	0
678	50	50	50	0
679	50	50	50	0
680	50	50	50	0
681	50	50	50	0
682	50	50	50	0
683	50	50	50	0
684	50	50	50	0
685	50	50	50	0
686	50	50	50	0
687	50	50	50	0
688	50	50	50	0
689	50	50	50	0
690	50	50	50	0
691	50	50	50	0
692	50	50	50	0
693	50	50	50	0
694	50	50	50	0
695	50	50	50	0
696	50	50	50	0
697	50	50	50	0
698	50	50	50	0
699	50	50	50	0
700	50	50	50	0
701	50	50	50	0
702	50	50	50	0
703	50	50	50	0
704	50	50	50	0
705	50	50	50	0
706	50	50	50	0
707	50	50	50	0
708	50	50	50	0
709	50	50	50	0
710	50	50	50	0
711	50	50	50	0
712	50	50	50	0
713	50	50	50	0
714	50	50	50	0
715	50	50	50	0
716	50	50	50	0
717	50	50	50	0
718	50	50	50	0
719	50	50	50	0
720	50	50	50	0
721	50	50	50	0
722	50	50	50	0
723	50	50	50	0
724	50	50	50	0
725	50	50	50	0
726	50	50	50	0
727	50	50	50	0
728	50	50	50	0
729	50	50	50	0
730	50	50	50	0
731	50	50	50	0
732	50	50	50	0
733	50	50	50	0
734	50	50	50	0
735	50	50	50	0
736	50	50	50	0
737	50	50	50	0
738	50	50	50	0
739	50	50	50	0
740	50	50	50	0
741	50	50	50	0
742	50	50	50	0
743	50	50	50	0
744	50	50	50	0
745	50	50	50	0
746	50	50	50	0
747	50	50	50	0
748	50	50	50	0
749	50	50	50	0
750	50	50	50	0
751	50	50	50	0
752	50	50	50	0
753	50	50	50	0
754	50	50	50	0
755	50	50	50	0
756	50	50	50	0
757	50	50	50	0
758	50	50	50	0
759	50	50	50	0
760	50	50	50	0
761	50	50	50	0
762	50	50	50	0
763	50	50	50	0
764	50	50	50	0
765	50	50	50	0
766	50	50	50	0
767	50	50	50	0
768	50	50	50	0
769	50	50	50	0
770	50	50	50	0
771	50	50	50	0
772	50	50	50	0
773	50	50	50	0
774	50	50	50	0
775	50	50	50	0
776	50	50	50	0
777	50	50	50	0
778	50	50	50	0
779	50	50	50	0
780	50	50	50	0
781	50	50	50	0
782	50	50	50	0
783	50	50	50	0
784	50	50	50	0
785	50	50	50	0
786	50	50	50	0
787	50	50	50	0
788	50	50	50	0
789	50	50	50	0
790	50	50	50	0
791	50	50	50	0
792	50	50	50	0
793	50	50	50	0
794	50	50	50	0
795	50	50	50	0
796	50	50	50	0
797	50	50	50	0
798	50	50	50	0
799	50	50	50	0
800	50	50	50	0
801	50	50	50	0
802	50	50	50	0
803	50	50	50	0
804	50	50	50	0
805	50	50	50	0
806	50	50	50	0
807	50	50	50	0
808	50	50	50	0
809	50	50	50	0
810	50	50	50	0
811	50	50	50	0
812	50	50	50	0
813	50	50	50	0
814	50	50	50	0
815	50	50	50	0
816	50	50	50	0
817	50	50	50	0
818	50	50	50	0
819	50	50	50	0
820	50	50	50	0
821	50	50	50	0
822	50	50	50	0
823	50	50	50	0
824	50	50	50	0
825	50	50	50	0
826	50	50	50	0
827	50	50	50	0
828	50	50	50	0
829	50	50	50	0
830	50	50	50	0
831	50	50	50	0
832	50	50	50	0
833	50	50	50	0
834	50	50	50	0
835	50	50	50	0
836	50	50	50	0
837	50	50	50	0
838	50	50	50	0
839	50	50	50	0
840	50	50	50	0
841	50	50	50	0
842	50	50	50	0
843	50	50	50	0
844	50	50	50	0
845	50	50	50	0
846	50	50	50	0
847	50	50	50	0
848	50	50	50	0
849	50	50	50	0
850	50	50	50	0
851	50	50	50	0
852	50	50	50	0
853	50	50	50	0
854	50	50	50	0
855	50	50	50	0
856	50	50	50	0
857	50	50	50	0
858	50	50	50	0
859	50	50	50	0
860	50	50	50	0
861	50	50	50	0
862	50	50	50	0
863	50	50	50	0
864	50	50	50	0
865	50	50	50	0
866	50	50	50	0
867	50	50	50	0
868	50	50	50	0
869	50	50	50	0
870	50	50	50	0
871	50	50	50	0
872	50	50	50	0
873	50	50	50	0
874	50	50	50	0
875	50	50	50	0
876	50	50	50	0
877	50	50	50	0
878	50	50	50	0
879	50	50	50	0
880	50	50	50	0
881	50	50	50	0
882	50	50	50	0
883	50	50	50	0
884	50	50	50	0
885	50	50	50	0
886	50	50	50	0
887	75	51	85	0
888	100	53	85	1
889	100	56	85	1
890	100	58	85	1
891	100	61	85	1
892	100	63	85	1
893	100	66	85	1
894	100	68	85	1
895	100	71	85	1
896	100	73	85	2
897	100	76	85	2
898	100	78	85	2
899	100	81	85	2
900	100	83	85	2
901	100	86	85	2
902	100	88	85	2
903	100	91	85	2
904	100	93	85	2
905	100	96	85	2
906	100	98	85	2
907	100	100	85	2
908	100	100	85	2
909	100	100	85	2
910	100	100	85	2
911	100	100	85	2
912	100	100	85	1
913	100	100	85	1
914	100	100	85	1
915	100	100	85	1
916	100	100	85	1
917	100	100	85	1
918	100	100	85	1
919	100	100	85	1
920	100	100	85	0
921	100	100	100	0
922	100	100	100	0
923	100	100	100	0
924	100	100	100	0
925	100	100	100	0
926	100	100	100	0
927	100	100	100	0
928	100	100	100	0
929	100	100	100	0
930	100	100	100	0
931	100	100	100	0
932	100	100	100	0
933	100	100	100	0
934	100	100	100	0
935	100	100	100	0
936	100	100	100	0
937	100	100	100	0
938	100	100	100	0
939	100	100	100	0
940	100	100	100	0
941	100	100	100	0
942	100	100	100	0
943	100	100	100	0
944	100	100	100	0
945	100	100	100	0
946	100	100	100	0
947	100	100	100	0
948	100	100	100	0
949	100	100	100	0
950	100	100	100	0
951	100	100	100	0
952	100	100	100	0
953	100	100	100	0
954	100	100	100	0
955	100	100	100	0
956	100	100	100	0
957	100	100	100	0
958	100	100	100	0
959	100	100	100	0
960	100	100	100	0
961	100	100	100	0
962	100	100	100	0
963	100	100	100	0
964	100	100	100	0
965	100	100	100	0
966	100	100	100	0
967	100	100	100	0
968	100	100	100	0
969	100	100	100	0
970	100	100	100	0
971	100	100	100	0
972	100	100	100	0
973	100	100	100	0
974	100	100	100	0
975	100	100	100	0
976	100	100	100	0
977	100	100	100	0
978	100	100	100	0
979	100	100	100	0
980	100	100	100	0
981	100	100	100	0
982	100	100	100	0
983	100	100	100	0
984	100	100	100	0
985	100	100	100	0
986	100	100	100	0
987	100	100	100	0
988	100	100	100	0
989	100	100	100	0
990	100	100	100	0
991	100	100	100	0
992	100	100	100	0
993	100	100	100	0
994	100	100	100	0
995	100	100	100	0
996	100	100	100	0
997	100	100	100	0
998	100	100	100	0
999	100	100	100	0
1000	100	100	100	0
1001	100	100	100	0
1002	100	100	100	0
1003	100	100	100	0
1004	100	100	100	0
1005	100	100	100	0
1006	100	100	100	0
1007	100	100	100	0
1008	100	100	100	0
1009	100	100	100	0
1010	100	100	100	0
1011	100	100	100	0
1012	100	100	100	0
1013	100	100	100	0
1014	100	100	100	0
1015	100	100	100	0
1016	100	100	100	0
1017	100	100	100	0
1018	100	100	100	0
1019	100	100	100	0
1020	100	100	100	0
1021	100	100	100	0
1022	100	100	100	0
1023	100	100	100	0
1024	100	100	100	0
1025	100	100	100	0
1026	100	100	100	0
1027	100	100	100	0
1028	100	100	100	0
1029	100	100	100	0
1030	100	100	100	0
1031	100	100	100	0
1032	100	100	100	0
1033	100	100	100	0
1034	100	100	100	0
1035	100	100	100	0
1036	100	100	100	0
1037	100	100	100	0
1038	100	100	100	0
1039	100	100	100	0
1040	100	100	100	0
1041	100	100	100	0
1042	100	100	100	0
1043	100	100	100	0
1044	100	100	100	0
1045	100	100	100	0
1046	100	100	100	0
1047	100	100	100	0
1048	100	100	100	0
1049	100	100	100	0
1050	100	100	100	0
1051	100	100	100	0
1052	100	100	100	0
1053	100	100	100	0
1054	100	100	100	0
1055	100	100	100	0
1056	100	100	100	0
1057	100	100	100	0
1058	100	100	100	0
1059	100	100	100	0
1060	100	100	100	0
1061	100	100	100	0
1062	100	100	100	0
1063	100	100	100	0
1064	100	100	100	0
1065	100	100	100	0
1066	100	100	100	0
1067	100	100	100	0
1068	100	100	100	0
1069	100	100	100	0
1070	100	100	100	0
1071	100	100	100	0
1072	100	100	100	0
1073	100	100	100	0
1074	100	100	100	0
1075	100	100	100	0
1076	100	100	100	0
1077	100	100	100	0
1078	100	100	100	0
1079	100	100	100	0
1080	100	100	100	0
1081	100	100	100	0
1082	100	100	100	0
1083	100	100	100	0
1084	100	100	100	0
1085	100	100	100	0
1086	100	100	100	0
1087	100	100	100	0
1088	100	100	100	0
1089	100	100	100	0
1090	100	100	100	0
1091	100	100	100	0
1092	100	100	100	0
1093	100	100	100	0
1094	100	100	100	0
1095	100	100	100	0
1096	100	100	100	0
1097	100	100	100	0
1098	100	100	100	0
1099	100	100	100	0
1100	100	100	100	0
1101	100	100	100	0
1102	100	100	100	0
1103	100	100	100	0
1104	100	100	100	0
1105	100	100	100	0
1106	100	100	100	0
1107	100	100	100	0
1108	100	100	100	0
1109	100	100	100	0
1110	100	100	100	0
1111	100	100	100	0
1112	100	100	100	0
1113	100	100	100	0
1114	100	100	100	0
1115	100	100	100	0
1116	100	100	100	0
1117	100	100	100	0
1118	100	100	100	0
1119	100	100	100	0
1120	100	100	100	0
1121	100	100	100	0
1122	100	100	100	0
1123	100	100	100	0
1124	100	100	100	0
1125	100	100	100	0
1126	100	100	100	0
1127	100	100	100	0
1128	100	100	100	0
1129	100	100	100	0
1130	100	100	100	0
1131	100	100	100	0
1132	100	100	100	0
1133	100	100	100	0
1134	100	100	100	0
1135	100	100	100	0
1136	100	100	100	0
1137	100	100	100	0
1138	100	100	100	0
1139	100	100	100	0
1140	100	100	100	0
1141	100	100	100	0
1142	100	100	100	0
1143	100	100	100	0
1144	100	100	100	0
1145	100	100	100	0
1146	100	100	100	0
1147	100	100	100	0
1148	100	100	100	0
1149	100	100	100	0
1150	100	100	100	0
1151	100	100	100	0
1152	100	100	100	0
1153	100	100	100	0
1154	100	100	100	0
1155	100	100	100	0
1156	100	100	100	0
1157	100	100	100	0
1158	100	100	100	0
1159	100	100	100	0
1160	100	100	100	0
1161	100	100	100	0
1162	100	100	100	0
1163	100	100	100	0
1164	100	100	100	0
1165	100	100	100	0
1166	100	100	100	0
1167	100	100	100	0
1168	100	100	100	0
1169	100	100	100	0
1170	100	100	100	0
1171	100	100	100	0
1172	100	100	100	0
1173	100	100	100	0
1174	100	100	100	0
1175	100	100	100	0
1176	100	100	100	0
1177	100	100	100	0
1178	100	100	100	0
1179	100	100	100	0
1180	100	100	100	0
1181	100	100	100	0
1182	100	100	100	0
1183	100	100	100	0
1184	100	100	100	0
1185	100	100	100	0
1186	100	100	100	0
1187	100	100	100	0
1188	100	100	100	0
1189	100	100	100	0
1190	100	100	100	0
1191	100	100	100	0
1192	100	100	100	0
1193	100	100	100	0
1194	100	100	100	0
1195	100	100	100	0
1196	100	100	100	0
1197	100	100	100	0
1198	100	100	100	0
1199	100	100	100	0
1200	100	100	100	0
1201	100	100	100	0
1202	100	100	100	0
1203	100	100	100	0
1204	100	100	100	0
1205	100	100	100	0
1206	100	100	100	0
1207	100	100	100	0
1208	100	100	100	0
1209	100	100	100	0
1210	100	100	100	0
1211	100	100	100	0
1212	100	100	100	0
1213	100	100	100	0
1214	100	100	100	0
1215	100	100	100	0
1216	100	100	100	0
1217	100	100	100	0
1218	100	100	100	0
1219	100	100	100	0
1220	100	100	100	0
1221	100	100	100	0
1222	100	100	100	0
1223	100	100	100	0
1224	100	100	100	0
1225	100	100	100	0
1226	100	100	100	0
1227	100	100	100	0
1228	100	100	100	0
1229	100	100	100	0
1230	100	100	100	0
1231	100	100	100	0
1232	100	100	100	0
1233	100	100	100	0
1234	100	100	100	0
1235	100	100	100	0
1236	100	100	100	0
1237	100	100	100	0
1238	100	100	100	0
1239	100	100	100	0
1240	100	100	100	0
1241	100	100	100	0
1242	100	100	100	0
1243	100	100	100	0
1244	100	100	100	0
1245	100	100	100	0
1246	100	100	100	0
1247	100	100	100	0
1248	100	100	100	0
1249	100	100	100	0
1250	100	100	100	0
1251	100	100	100	0
1252	100	100	100	0
1253	100	100	100	0
1254	100	100	100	0
1255	100	100	100	0
1256	100	100	100	0
1257	100	100	100	0
1258	100	100	100	0
1259	100	100	100	0
1260	100	100	100	0
1261	100	100	100	0
1262	100	100	100	0
1263	100	100	100	0
1264	100	100	100	0
1265	100	100	100	0
1266	100	100	100	0
1267	100	100	100	0
1268	100	100	100	0
1269	100	100	100	0
1270	100	100	100	0
1271	100	100	100	0
1272	100	100	100	0
1273	100	100	100	0
1274	100	100	100	0
1275	100	100	100	0
1276	100	100	100	0
1277	100	100	100	0
1278	100	100	100	0
1279	100	100	100	0
1280	100	100	100	0
1281	100	100	100	0
1282	100	100	100	0
1283	100	100	100	0
1284	100	100	100	0
1285	100	100	100	0
1286	100	100	100	0
1287	100	100	100	0
1288	100	100	100	0
1289	100	100	100	0
1290	100	100	100	0
1291	100	100	100	0
1292	100	100	100	0
1293	100	100	100	0
1294	100	100	100	0
1295	100	100	100	0
1296	100	100	100	0
1297	100	100	100	0
1298	100	100	100	0
1299	100	100	100	0
1300	100	100	100	0
1301	100	100	100	0
1302	100	100	100	0
1303	100	100	100	0
1304	100	100	100	0
1305	100	100	100	0
1306	100	100	100	0
1307	100	100	100	0
1308	100	100	100	0
1309	100	100	100	0
1310	100	100	100	0
1311	100	100	100	0
1312	100	100	100	0
1313	100	100	100	0
1314	100	100	100	0
1315	100	100	100	0
1316	100	100	100	0
1317	100	100	100	0
1318	100	100	100	0
1319	100	100	100	0
1320	100	100	100	0
1321	100	100	100	0
1322	100	100	100	0
1323	100	100	100	0
1324	100	100	100	0
1325	100	100	100	0
1326	100	100	100	0
1327	100	100	100	0
1328	100	100	100	0
1329	100	100	100	0
1330	100	100	100	0
1331	100	100	100	0
1332	100	100	100	0
1333	100	100	100	0
1334	100	100	100	0
1335	100	100	100	0
1336	100	100	100	0
1337	100	100	100	0
1338	100	100	100	0
1339	100	100	100	0
1340	100	100	100	0
1341	100	100	100	0
1342	100	100	100	0
1343	100	100	100	0
1344	100	100	100	0
1345	100	100	100	0
1346	100	100	100	0
1347	100	100	100	0
1348	100	100	100	0
1349	100	100	100	0
1350	100	100	100	0
1351	100	100	100	0
1352	100	100	100	0
1353	100	100	100	0
1354	100	100	100	0
1355	100	100	100	0
1356	100	100	100	0
1357	100	100	100	0
1358	100	100	100	0
